// NAME,DISPLAYNAME,TOOLTIP,EPOCH,SLOT,BRANCH,ICON,MENU,ROW,COLUMN,HOST,PRODUCE,UPGRADE,TIME,FOOD,WOOD,STONE,GOLD,TIN,IRON,SALTPETER,OIL,URANIUM,TECHPTS,TTCIV,PREREQUISITES,SPECFLAGS
Itallinkor,text_FightingSail_06_name,,8,0,,,0,3,0,Dock,Itallinkor,,90,300,700,200,700,0,0,400,0,0,2,Roman,[],(None)
Galleon_91,text_FightingSail_06_name,,8,0,,,0,3,1,Dock,Galleon_91,,90,300,700,200,700,0,0,300,0,0,2,Roman,[],(None)
SpainwargALeon,text_FightingSail_06_name,,8,0,,,0,3,0,Dock,SpainwargALeon,,90,300,700,200,700,0,0,400,0,0,2,American,[],(None)
origFrigate,text_FightingSail_06_name,,8,0,,,0,3,1,Dock,origFrigate,,90,300,700,200,700,0,0,300,0,0,2,American,[],(None)
Greclin,text_FightingSail_06_name,,8,0,,,0,3,0,Dock,Greclin,,90,300,700,200,700,0,0,400,0,0,2,Greek,[],(None)
origGalleon,text_FightingSail_06_name,,8,0,,,0,3,1,Dock,origGalleon,,90,300,700,200,700,0,0,300,0,0,2,Greek,[],(None)
Franlin,text_FightingSail_06_name,,8,0,,,0,3,0,Dock,Franlin,,90,300,700,200,700,0,0,400,0,0,2,French,[],(None)
Frangaleon,text_FightingSail_06_name,,8,0,,,0,3,1,Dock,Frangaleon,,90,300,700,200,700,0,0,300,0,0,2,French,[],(None)
Ruslinkor,text_FightingSail_06_name,,8,0,,,0,3,0,Dock,Ruslinkor,,90,300,700,200,700,0,0,400,0,0,2,Russian,[],(None)
Rusgaleon,text_FightingSail_06_name,,8,0,,,0,3,1,Dock,Rusgaleon,,90,300,700,200,700,0,0,300,0,0,2,Russian,[],(None)

// ------------------------- EPOCH 3 ------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,
// UNITS,,,,,,,,,,,,,,,,,,,,,,,,,,
Ram,text_Ram_03_name,,3,0,,,0,2,0,Mill,Ram,RamUpgradeEpoch3,0,0,0,0,0,0,0,0,0,0,0,,[],(None)
//Siegeship,text_siegeship_name,,3,0,,,0,3,0,Dock,Siegeship,SiegeshipUpgradeEpoch3,0,0,0,0,0,0,0,0,0,0,0,,[],(None)

// UNIT UPGRADES,,,,,,,,,,,,,,,,,,,,,,,,,,
LightInfantry_03_Veteran,text_tt_upgrade_veteran,,3,0,Improvement,icon_tech_upgrade_veteran,0,1,3,LightInfantry,,LightInfantryEpoch3Veteran,60,76,76,0,0,76,0,0,0,0,0,,[],(None)
LightInfantry_03_Elite,text_tt_upgrade_elite,,3,0,Improvement,icon_tech_upgrade_elite,0,1,3,LightInfantry,,LightInfantryEpoch3Elite,60,76,76,0,0,76,0,0,0,0,0,,[LightInfantry_03_Veteran],(None)
HeavyInfantry1_03_Veteran,text_tt_upgrade_veteran,,3,0,Improvement,icon_tech_upgrade_veteran,0,1,3,HeavyInfantry1,,HeavyInfantry1Epoch3Veteran,60,76,0,0,76,76,0,0,0,0,0,,[],(None)
HeavyInfantry1_03_Elite,text_tt_upgrade_elite,,3,0,Improvement,icon_tech_upgrade_elite,0,1,3,HeavyInfantry1,,HeavyInfantry1Epoch3Elite,60,76,0,0,76,76,0,0,0,0,0,,[HeavyInfantry1_03_Veteran],(None)
LightArtillery1_03_Veteran,text_tt_upgrade_veteran,,3,0,Improvement,icon_tech_upgrade_veteran,0,1,3,LightArtillery1,,LightArtillery1Epoch3Veteran,60,152,0,0,152,152,0,0,0,0,0,,[],(None)
LightArtillery1_03_Elite,text_tt_upgrade_elite,,3,0,Improvement,icon_tech_upgrade_elite,0,1,3,LightArtillery1,,LightArtillery1Epoch3Elite,60,152,0,0,152,152,0,0,0,0,0,,[LightArtillery1_03_Veteran],(None)
Ram_03_Veteran,text_tt_upgrade_veteran,,3,0,Improvement,icon_tech_upgrade_veteran,0,1,3,Ram,,RamEpoch3Veteran,60,0,152,0,152,152,0,0,0,0,0,,[],(None)
Ram_03_Elite,text_tt_upgrade_elite,,3,0,Improvement,icon_tech_upgrade_elite,0,1,3,Ram,,RamEpoch3Elite,60,0,152,0,152,152,0,0,0,0,0,,[Ram_03_Veteran],(None)
WarGalley_03_Veteran,text_tt_upgrade_veteran,,3,0,Improvement,icon_tech_upgrade_veteran,0,1,3,WarGalley,,WarGalleyEpoch3Veteran,80,0,114,0,0,114,0,0,0,0,0,,[],(None)
WarGalley_03_Elite,text_tt_upgrade_elite,,3,0,Improvement,icon_tech_upgrade_elite,0,1,3,WarGalley,,WarGalleyEpoch3Elite,80,0,114,0,0,114,0,0,0,0,0,,[WarGalley_03_Veteran],(None)
Siegeship_03_Veteran,text_tt_upgrade_veteran,,3,0,Improvement,icon_tech_upgrade_veteran,0,1,3,Siegeship,,SiegeshipEpoch3Veteran,80,0,250,0,0,250,0,0,0,0,0,,[],(None)
Siegeship_03_Elite,text_tt_upgrade_elite,,3,0,Improvement,icon_tech_upgrade_elite,0,1,3,Siegeship,,SiegeshipEpoch3Elite,80,0,250,0,0,250,0,0,0,0,0,,[Siegeship_03_Veteran],(None)

// BUILDINGS,,,,,,,,,,,,,,,,,,,,,,,,,,

// TECHNOLOGIES,,,,,,,,,,,,,,,,,,,,,,,,,,
Main3,,,3,0,Main,,-1,-1,-1,,,MainEpoch3,120,0,0,0,0,0,0,0,0,0,128,,[],(None)
Economic3_1,text_Economic3_1_name,,3,0,Economic,icon_tech_e3_economic1,3,3,0,Market,,EconomicEpoch3Slot1,30,300,300,300,300,0,0,0,0,0,8,,[],(None)
Economic3_2,text_Economic3_2_name,,3,1,Economic,icon_tech_e3_economic2,3,3,0,Market,,EconomicEpoch3Slot2,30,300,300,300,300,0,0,0,0,0,8,,[],(None)
Economic3_3,text_Economic3_3_name,,3,2,Economic,icon_tech_e3_economic3,3,3,1,Mill,,EconomicEpoch3Slot3,30,300,300,300,300,0,0,0,0,0,8,,[],(None)
Economic3_4,text_Economic3_4_name,,3,3,Economic,icon_tech_e3_economic4,3,3,2,Stable,,EconomicEpoch3Slot4,30,300,300,300,300,0,0,0,0,0,8,,[],(None)
Imperial3_1,text_Imperial3_1_name,,3,0,Imperial,icon_tech_e3_imperial1,3,3,0,University,,ImperialEpoch3Slot1,30,300,300,300,300,0,0,0,0,0,8,,[],(None)
Imperial3_2,text_Imperial3_2_name,,3,1,Imperial,icon_tech_e3_imperial2,3,3,1,University,,ImperialEpoch3Slot2,30,300,300,300,300,0,0,0,0,0,8,,[],(None)
Imperial3_3,text_Imperial3_3_name,,3,2,Imperial,icon_tech_e3_imperial3,3,3,2,University,,ImperialEpoch3Slot3,30,300,300,300,300,0,0,0,0,0,8,,[],(None)
Imperial3_4,text_Imperial3_4_name,,3,3,Imperial,icon_tech_e3_imperial4,3,3,0,University,,ImperialEpoch3Slot4,30,300,300,300,300,0,0,0,0,0,8,,[],(None)
Military3_1,text_Military3_1_name,,3,0,Military,icon_tech_e3_military1,3,3,0,Dock,,MilitaryEpoch3Slot1,30,300,300,300,300,0,0,0,0,0,8,,[],(None)
Military3_2,text_Military3_2_name,,3,1,Military,icon_tech_e3_military2,3,3,1,Barracks,,MilitaryEpoch3Slot2,30,300,300,300,300,0,0,0,0,0,8,,[],FlagForResearch
Military3_3,text_Military3_3_name,,3,2,Military,icon_tech_e3_military3,3,3,2,Barracks,,MilitaryEpoch3Slot3,30,300,300,300,300,0,0,0,0,0,8,,[],(None)
Military3_4,text_Military3_4_name,,3,3,Military,icon_tech_e3_military4,3,3,3,Mill,,MilitaryEpoch3Slot4,30,300,300,300,300,0,0,0,0,0,8,,[],(None)

// ------------------------- EPOCH 4 ------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,
// UNITS,,,,,,,,,,,,,,,,,,,,,,,,,,
SiegeTower,text_SiegeTower_04_name,,4,0,,,0,2,1,Mill,SiegeTower,SeigeTowerUpgradeEpoch4,0,0,0,0,0,0,0,0,0,0,0,,[],(None)

// UNIT UPGRADES,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyArtillery_04_Veteran,text_tt_upgrade_veteran,,4,0,Improvement,icon_tech_upgrade_veteran,0,1,3,HeavyArtillery,,HeavyArtilleryEpoch4Veteran,60,0,161,0,161,0,161,0,0,0,0,,[],(None)
HeavyArtillery_04_Elite,text_tt_upgrade_elite,,4,0,Improvement,icon_tech_upgrade_elite,0,1,3,HeavyArtillery,,HeavyArtilleryEpoch4Elite,60,0,161,0,161,0,161,0,0,0,0,,[HeavyArtillery_04_Veteran],(None)
LightMounted1_04_Veteran,text_tt_upgrade_veteran,,4,0,Improvement,icon_tech_upgrade_veteran,0,1,3,LightMounted1,,LightMounted1Epoch4Veteran,60,0,121,0,121,0,121,0,0,0,0,,[],(None)
LightMounted1_04_Elite,text_tt_upgrade_elite,,4,0,Improvement,icon_tech_upgrade_elite,0,1,3,LightMounted1,,LightMounted1Epoch4Elite,60,0,121,0,121,0,121,0,0,0,0,,[LightMounted1_04_Veteran],(None)
HeavyMounted1_04_Veteran,text_tt_upgrade_veteran,,4,0,Improvement,icon_tech_upgrade_veteran,0,1,3,HeavyMounted1,,HeavyMounted1Epoch4Veteran,60,121,0,0,121,121,0,0,0,0,0,,[],(None)
HeavyMounted1_04_Elite,text_tt_upgrade_elite,,4,0,Improvement,icon_tech_upgrade_elite,0,1,3,HeavyMounted1,,HeavyMounted1Epoch4Elite,60,121,0,0,121,121,0,0,0,0,0,,[HeavyMounted1_04_Veteran],(None)
SiegeTower_04_Veteran,text_tt_upgrade_veteran,,4,0,Improvement,icon_tech_upgrade_veteran,0,1,3,SiegeTower,,SiegeTowerEpoch4Veteran,60,0,161,0,161,0,161,0,0,0,0,,[],(None)
SiegeTower_04_Elite,text_tt_upgrade_elite,,4,0,Improvement,icon_tech_upgrade_elite,0,1,3,SiegeTower,,SiegeTowerEpoch4Elite,60,0,161,0,161,0,161,0,0,0,0,,[SiegeTower_04_Veteran],(None)

// BUILDINGS,,,,,,,,,,,,,,,,,,,,,,,,,,

// TECHNOLOGIES,,,,,,,,,,,,,,,,,,,,,,,,,,
Main4,,,4,0,Main,,-1,-1,-1,,,MainEpoch4,180,0,0,0,0,0,0,0,0,0,192,,[],(None)
Economic4_1,text_Economic4_1_name,,4,0,Economic,icon_tech_e4_economic1,3,3,0,Market,,EconomicEpoch4Slot1,30,400,400,400,400,0,0,0,0,0,12,,[],(None)
Economic4_2,text_Economic4_2_name,,4,1,Economic,icon_tech_e4_economic2,3,3,0,Warehouse,,EconomicEpoch4Slot2,30,400,400,400,400,0,0,0,0,0,12,,[],(None)
Economic4_3,text_Economic4_3_name,,4,2,Economic,icon_tech_e4_economic3,3,3,1,Barracks,,EconomicEpoch4Slot3,30,400,400,400,400,0,0,0,0,0,12,,[],(None)
Economic4_4,text_Economic4_4_name,,4,3,Economic,icon_tech_e4_economic4,3,2,0,Mill,,EconomicEpoch4Slot4,30,400,400,400,400,0,0,0,0,0,12,,[],(None)
Imperial4_1,text_Imperial4_1_name,,4,0,Imperial,icon_tech_e4_imperial1,3,2,0,Barracks,,ImperialEpoch4Slot1,30,400,400,400,400,0,0,0,0,0,12,,[],(None)
Imperial4_2,text_Imperial4_2_name,,4,1,Imperial,icon_tech_e4_imperial2,3,2,1,Mill,,ImperialEpoch4Slot2,30,400,400,400,400,0,0,0,0,0,12,,[],(None)
Imperial4_3,text_Imperial4_3_name,,4,2,Imperial,icon_tech_e4_imperial3,3,2,0,University,,ImperialEpoch4Slot3,30,400,400,400,400,0,0,0,0,0,12,,[],(None)
Imperial4_4,text_Imperial4_4_name,,4,3,Imperial,icon_tech_e4_imperial4,3,2,1,University,,ImperialEpoch4Slot4,30,400,400,400,400,0,0,0,0,0,12,,[],(None)
Military4_1,text_Military4_1_name,,4,0,Military,icon_tech_e4_military1,3,3,0,University,,MilitaryEpoch4Slot1,30,400,400,400,400,0,0,0,0,0,12,,[],FlagForResearch
Military4_2,text_Military4_2_name,,4,1,Military,icon_tech_e4_military2,3,3,0,Mill,,MilitaryEpoch4Slot2,30,400,400,400,400,0,0,0,0,0,12,,[],(None)
Military4_3,text_Military4_3_name,,4,2,Military,icon_tech_e4_military3,3,2,0,Dock,,MilitaryEpoch4Slot3,30,400,400,400,400,0,0,0,0,0,12,,[],(None)
Military4_4,text_Military4_4_name,,4,3,Military,icon_tech_e4_military4,3,3,0,Barracks,,MilitaryEpoch4Slot4,30,400,400,400,400,0,0,0,0,0,12,,[],(None)

// ------------------------- EPOCH 5 ------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,
// UNITS,,,,,,,,,,,,,,,,,,,,,,,,,,

// UNIT UPGRADES,,,,,,,,,,,,,,,,,,,,,,,,,,
LightInfantry_05_Veteran,text_tt_upgrade_veteran,,5,0,Improvement,icon_tech_upgrade_veteran,0,1,3,LightInfantry,,LightInfantryEpoch5Veteran,60,85,85,0,0,85,0,0,0,0,0,,[],(None)
LightInfantry_05_Elite,text_tt_upgrade_elite,,5,0,Improvement,icon_tech_upgrade_elite,0,1,3,LightInfantry,,LightInfantryEpoch5Elite,60,85,85,0,0,85,0,0,0,0,0,,[LightInfantry_05_Veteran],(None)
HeavyInfantry1_05_Veteran,text_tt_upgrade_veteran,,5,0,Improvement,icon_tech_upgrade_veteran,0,1,3,HeavyInfantry1,,HeavyInfantry1Epoch5Veteran,60,85,0,0,85,0,85,0,0,0,0,,[],(None)
HeavyInfantry1_05_Elite,text_tt_upgrade_elite,,5,0,Improvement,icon_tech_upgrade_elite,0,1,3,HeavyInfantry1,,HeavyInfantry1Epoch5Elite,60,85,0,0,85,0,85,0,0,0,0,,[HeavyInfantry1_05_Veteran],(None)
HeavyInfantry2_05_Veteran,text_tt_upgrade_veteran,,5,0,Improvement,icon_tech_upgrade_veteran,0,1,3,HeavyInfantry2,,HeavyInfantry2Epoch5Veteran,60,0,85,0,85,0,85,0,0,0,0,,[],(None)
HeavyInfantry2_05_Elite,text_tt_upgrade_elite,,5,0,Improvement,icon_tech_upgrade_elite,0,1,3,HeavyInfantry2,,HeavyInfantry2Epoch5Elite,60,0,85,0,85,0,85,0,0,0,0,,[HeavyInfantry2_05_Veteran],(None)
LightArtillery1_05_Veteran,text_tt_upgrade_veteran,,5,0,Improvement,icon_tech_upgrade_veteran,0,1,3,LightArtillery1,,LightArtillery1Epoch5Veteran,60,171,0,0,171,0,171,0,0,0,0,,[],(None)
LightArtillery1_05_Elite,text_tt_upgrade_elite,,5,0,Improvement,icon_tech_upgrade_elite,0,1,3,LightArtillery1,,LightArtillery1Epoch5Elite,60,171,0,0,171,0,171,0,0,0,0,,[LightArtillery1_05_Veteran],(None)
Ram_05_Veteran,text_tt_upgrade_veteran,,5,0,Improvement,icon_tech_upgrade_veteran,0,1,3,Ram,,RamEpoch5Veteran,60,0,171,0,171,171,0,0,0,0,0,,[],(None)
Ram_05_Elite,text_tt_upgrade_elite,,5,0,Improvement,icon_tech_upgrade_elite,0,1,3,Ram,,RamEpoch5Elite,60,0,171,0,171,171,0,0,0,0,0,,[Ram_05_Veteran],(None)
WarGalley_05_Veteran,text_tt_upgrade_veteran,,5,0,Improvement,icon_tech_upgrade_veteran,0,1,3,WarGalley,,WarGalleyEpoch5Veteran,80,0,128,0,0,0,128,0,0,0,0,,[],(None)
WarGalley_05_Elite,text_tt_upgrade_elite,,5,0,Improvement,icon_tech_upgrade_elite,0,1,3,WarGalley,,WarGalleyEpoch5Elite,80,0,128,0,0,0,128,0,0,0,0,,[WarGalley_05_Veteran],(None)

// BUILDINGS,,,,,,,,,,,,,,,,,,,,,,,,,,

// TECHNOLOGIES,,,,,,,,,,,,,,,,,,,,,,,,,,
Main5,,,5,0,Main,,-1,-1,-1,,,MainEpoch5,190,0,0,0,0,0,0,0,0,0,256,,[],(None)
Economic5_1,text_Economic5_1_name,,5,0,Economic,icon_tech_e5_economic1,3,2,0,Market,,EconomicEpoch5Slot1,30,500,500,500,500,0,0,0,0,0,12,,[],(None)
Economic5_2,text_Economic5_2_name,,5,1,Economic,icon_tech_e5_economic2,3,3,0,Stable,,EconomicEpoch5Slot2,30,500,500,500,500,0,0,0,0,0,12,,[],(None)
Economic5_3,text_Economic5_3_name,,5,2,Economic,icon_tech_e5_economic3,3,3,0,CityCenter,,EconomicEpoch5Slot3,30,500,500,500,500,0,0,0,0,0,12,,[],(None)
Economic5_4,text_Economic5_4_name,,5,3,Economic,icon_tech_e5_economic4,3,3,1,Market,,EconomicEpoch5Slot4,30,500,500,500,500,0,0,0,0,0,12,,[],(None)
Imperial5_1,text_Imperial5_1_name,,5,0,Imperial,icon_tech_e5_imperial1,3,2,0,University,,ImperialEpoch5Slot1,30,500,500,500,500,0,0,0,0,0,12,,[],(None)
Imperial5_2,text_Imperial5_2_name,,5,1,Imperial,icon_tech_e5_imperial2,3,1,0,CityCenter,,ImperialEpoch5Slot2,30,500,500,500,500,0,0,0,0,0,12,,[],(None)
Imperial5_3,text_Imperial5_3_name,,5,2,Imperial,icon_tech_e5_imperial3,3,2,1,Stable,,ImperialEpoch5Slot3,30,500,500,500,500,0,0,0,0,0,12,,[],(None)
Imperial5_4,text_Imperial5_4_name,,5,3,Imperial,icon_tech_e5_imperial4,3,2,2,Dock,,ImperialEpoch5Slot4,30,500,500,500,500,0,0,0,0,0,12,,[],(None)
Military5_1,text_Military5_1_name,,5,0,Military,icon_tech_e5_military1,3,3,0,Mill,,MilitaryEpoch5Slot1,30,500,500,500,500,0,0,0,0,0,12,,[],FlagForResearch
Military5_2,text_Military5_2_name,,5,1,Military,icon_tech_e5_military2,3,3,0,Mill,,MilitaryEpoch5Slot2,30,500,500,500,500,0,0,0,0,0,12,,[],(None)
Military5_3,text_Military5_3_name,,5,2,Military,icon_tech_e5_military3,3,3,1,Temple,,MilitaryEpoch5Slot3,30,500,500,500,500,0,0,0,0,0,12,,[],(None)
Military5_4,text_Military5_4_name,,5,3,Military,icon_tech_e5_military4,3,3,0,University,,MilitaryEpoch5Slot4,30,500,500,500,500,0,0,0,0,0,12,,[],(None)

// ------------------------- EPOCH 6 ------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,
// UNITS,,,,,,,,,,,,,,,,,,,,,,,,,,
CargoShip,text_CargoShip_name,,6,0,,,0,1,2,Dock,CargoShip,CargoShipUpgradeEpoch6,0,0,0,0,0,0,0,0,0,0,0,,[],(None)
FightingSail,text_FightingSail_06_name,,6,0,,,0,2,1,Dock,FightingSail,FightingSailUpgradeEpoch6,0,0,0,0,0,0,0,0,0,0,1,,[],(None)
Frigate,text_Frigate_06_name,,6,0,,,0,2,2,Dock,Frigate,FrigateUpgradeEpoch6,0,0,0,0,0,0,0,0,0,0,0,,[],(None)
Galleon,text_Galleon_06_name,,6,0,,,0,2,0,Dock,Galleon,GalleonUpgradeEpoch6,0,0,0,0,0,0,0,0,0,0,0,,[],(None)
//Fireship,text_fireship_name,,6,0,,icon_unit_fireship,1,3,1,Dock,Fireship,,30,0,100,0,100,0,0,0,0,0,0,,[],(None)

// UNIT UPGRADES,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyArtillery_06_Veteran,text_tt_upgrade_veteran,,6,0,Improvement,icon_tech_upgrade_veteran,0,1,3,HeavyArtillery,,HeavyArtilleryEpoch6Veteran,60,0,181,0,181,0,181,0,0,0,0,,[],(None)
HeavyArtillery_06_Elite,text_tt_upgrade_elite,,6,0,Improvement,icon_tech_upgrade_elite,0,1,3,HeavyArtillery,,HeavyArtilleryEpoch6Elite,60,0,181,0,181,0,181,0,0,0,0,,[HeavyArtillery_06_Veteran],(None)
LightMounted1_06_Veteran,text_tt_upgrade_veteran,,6,0,Improvement,icon_tech_upgrade_veteran,0,1,3,LightMounted1,,LightMounted1Epoch6Veteran,60,0,139,0,139,0,139,0,0,0,0,,[],(None)
LightMounted1_06_Elite,text_tt_upgrade_elite,,6,0,Improvement,icon_tech_upgrade_elite,0,1,3,LightMounted1,,LightMounted1Epoch6Elite,60,0,139,0,139,0,139,0,0,0,0,,[LightMounted1_06_Veteran],(None)
HeavyMounted1_06_Veteran,text_tt_upgrade_veteran,,6,0,Improvement,icon_tech_upgrade_veteran,0,1,3,HeavyMounted1,,HeavyMounted1Epoch6Veteran,60,136,0,0,136,0,136,0,0,0,0,,[],(None)
HeavyMounted1_06_Elite,text_tt_upgrade_elite,,6,0,Improvement,icon_tech_upgrade_elite,0,1,3,HeavyMounted1,,HeavyMounted1Epoch6Elite,60,136,0,0,136,0,136,0,0,0,0,,[HeavyMounted1_06_Veteran],(None)
SiegeTower_06_Veteran,text_tt_upgrade_veteran,,6,0,Improvement,icon_tech_upgrade_veteran,0,1,3,SiegeTower,,SiegeTowerEpoch6Veteran,60,0,181,0,181,0,181,0,0,0,0,,[],(None)
SiegeTower_06_Elite,text_tt_upgrade_elite,,6,0,Improvement,icon_tech_upgrade_elite,0,1,3,SiegeTower,,SiegeTowerEpoch6Elite,60,0,181,0,181,0,181,0,0,0,0,,[SiegeTower_06_Veteran],(None)
Galleon_06_Veteran,text_tt_upgrade_veteran,,6,0,Improvement,icon_tech_upgrade_veteran,0,1,3,Galleon,,GalleonEpoch6Veteran,120,0,181,0,181,0,181,0,0,0,0,,[],(None)
Galleon_06_Elite,text_tt_upgrade_elite,,6,0,Improvement,icon_tech_upgrade_elite,0,1,3,Galleon,,GalleonEpoch6Elite,120,0,181,0,181,0,181,0,0,0,0,,[Galleon_06_Veteran],(None)
FightingSail_06_Veteran,text_tt_upgrade_veteran,,6,0,Improvement,icon_tech_upgrade_veteran,0,1,3,FightingSail,,FightingSailEpoch6Veteran,100,0,181,0,181,0,181,0,0,0,0,,[],(None)
FightingSail_06_Elite,text_tt_upgrade_elite,,6,0,Improvement,icon_tech_upgrade_elite,0,1,3,FightingSail,,FightingSailEpoch6Elite,100,0,181,0,181,0,181,0,0,0,0,,[FightingSail_06_Veteran],(None)
Frigate_06_Veteran,text_tt_upgrade_veteran,,6,0,Improvement,icon_tech_upgrade_veteran,0,1,3,Frigate,,FrigateEpoch6Veteran,80,0,181,0,181,0,181,0,0,0,0,,[],(None)
Frigate_06_Elite,text_tt_upgrade_elite,,6,0,Improvement,icon_tech_upgrade_elite,0,1,3,Frigate,,FrigateEpoch6Elite,80,0,181,0,181,0,181,0,0,0,0,,[Frigate_06_Veteran],(None)
Fireship_06_Veteran,text_tt_upgrade_veteran,,6,0,Improvement,icon_tech_upgrade_veteran,0,1,3,Fireship,,FireshipEpoch6Veteran,80,0,81,0,81,0,81,0,0,0,0,,[],(None)
Fireship_06_Elite,text_tt_upgrade_elite,,6,0,Improvement,icon_tech_upgrade_elite,0,1,3,Fireship,,FireshipEpoch6Elite,80,0,81,0,81,0,81,0,0,0,0,,[Fireship_06_Veteran],(None)

// BUILDINGS,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank,text_CityCenter_name,,6,0,,,4,1,1,Citizen,Bank,,40,0,500,500,500,0,0,0,0,0,0,,[],(None)
//Brewery,text_brewery_name,,6,0,,,4,0,1,Citizen,Brewery,BreweryUpgradeEpoch6,0,0,0,0,0,0,0,0,0,0,0,,[],(None)
Winery,text_CityCenter_name,,6,0,,,4,1,3,Citizen,Winery,,50,0,400,400,400,0,0,0,0,0,0,,[],(None)
// TECHNOLOGIES,,,,,,,,,,,,,,,,,,,,,,,,,,
Main6,,,6,0,Main,,-1,-1,-1,,,MainEpoch6,200,0,0,0,0,0,0,0,0,0,320,,[],(None)
Economic6_1,text_Economic6_1_name,,6,0,Economic,icon_tech_e6_economic1,3,3,0,CityCenter,,EconomicEpoch6Slot1,30,600,600,600,600,0,0,0,0,0,14,,[],(None)
Economic6_2,text_Economic6_2_name,,6,1,Economic,icon_tech_e6_economic2,3,2,0,Warehouse,,EconomicEpoch6Slot2,30,600,600,600,600,0,0,0,0,0,14,,[],(None)
Economic6_3,text_Economic6_3_name,,6,2,Economic,icon_tech_e6_economic3,3,3,0,Stable,,EconomicEpoch6Slot3,30,600,600,600,600,0,0,0,0,0,14,,[],(None)
Economic6_4,text_Economic6_4_name,,6,3,Economic,icon_tech_e6_economic4,3,3,1,CityCenter,,EconomicEpoch6Slot4,30,600,600,600,600,0,0,0,0,0,14,,[],(None)
Imperial6_1,text_Imperial6_1_name,,6,0,Imperial,icon_tech_e6_imperial1,3,2,0,Temple,,ImperialEpoch6Slot1,30,600,600,600,600,0,0,0,0,0,14,,[],FlagForResearch
Imperial6_2,text_Imperial6_2_name,,6,1,Imperial,icon_tech_e6_imperial2,3,2,1,CityCenter,,ImperialEpoch6Slot2,30,600,600,600,600,0,0,0,0,0,14,,[],(None)
Imperial6_3,text_Imperial6_3_name,,6,2,Imperial,icon_tech_e6_imperial3,3,2,0,Mill,,ImperialEpoch6Slot3,30,600,600,600,600,0,0,0,0,0,14,,[],(None)
Imperial6_4,text_Imperial6_4_name,,6,3,Imperial,icon_tech_e6_imperial4,3,2,1,Temple,,ImperialEpoch6Slot4,30,600,600,600,600,0,0,0,0,0,14,,[],(None)
Military6_1,text_Military6_1_name,,6,0,Military,icon_tech_e6_military1,3,3,0,CityCenter,,MilitaryEpoch6Slot1,30,600,600,600,600,0,0,0,0,0,14,,[],(None)
Military6_2,text_Military6_2_name,,6,1,Military,icon_tech_e6_military2,3,3,0,CityCenter,,MilitaryEpoch6Slot2,30,600,600,600,600,0,0,0,0,0,14,,[],(None)
Military6_3,text_Military6_3_name,,6,2,Military,icon_tech_e6_military3,3,3,1,Stable,,MilitaryEpoch6Slot3,30,600,600,600,600,0,0,0,0,0,14,,[],(None)
Military6_4,text_Military6_4_name,,6,3,Military,icon_tech_e6_military4,3,3,1,Dock,,MilitaryEpoch6Slot4,30,600,600,600,600,0,0,0,0,0,14,,[],(None)

// ------------------------- EPOCH 7 ------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,
// UNITS,,,,,,,,,,,,,,,,,,,,,,,,,,

// UNIT UPGRADES,,,,,,,,,,,,,,,,,,,,,,,,,,
LightInfantry_07_Veteran,text_tt_upgrade_veteran,,7,0,Improvement,icon_tech_upgrade_veteran,0,1,3,LightInfantry,,LightInfantryEpoch7Veteran,60,95,95,0,0,0,0,95,0,0,0,,[],(None)
LightInfantry_07_Elite,text_tt_upgrade_elite,,7,0,Improvement,icon_tech_upgrade_elite,0,1,3,LightInfantry,,LightInfantryEpoch7Elite,60,95,95,0,0,0,0,95,0,0,0,,[LightInfantry_07_Veteran],(None)
HeavyInfantry1_07_Veteran,text_tt_upgrade_veteran,,7,0,Improvement,icon_tech_upgrade_veteran,0,1,3,HeavyInfantry1,,HeavyInfantry1Epoch7Veteran,60,95,0,0,95,0,0,95,0,0,0,,[],(None)
HeavyInfantry1_07_Elite,text_tt_upgrade_elite,,7,0,Improvement,icon_tech_upgrade_elite,0,1,3,HeavyInfantry1,,HeavyInfantry1Epoch7Elite,60,95,0,0,95,0,0,95,0,0,0,,[HeavyInfantry1_07_Veteran],(None)
LightArtillery1_07_Veteran,text_tt_upgrade_veteran,,7,0,Improvement,icon_tech_upgrade_veteran,0,1,3,LightArtillery1,,LightArtillery1Epoch7Veteran,60,190,0,0,190,0,0,190,0,0,0,,[],(None)
LightArtillery1_07_Elite,text_tt_upgrade_elite,,7,0,Improvement,icon_tech_upgrade_elite,0,1,3,LightArtillery1,,LightArtillery1Epoch7Elite,60,190,0,0,190,0,0,190,0,0,0,,[LightArtillery1_07_Veteran],(None)

// BUILDINGS,,,,,,,,,,,,,,,,,,,,,,,,,,

// TECHNOLOGIES,,,,,,,,,,,,,,,,,,,,,,,,,,
Main7,,,7,0,Main,,-1,-1,-1,,,MainEpoch7,200,0,0,0,0,0,0,0,0,0,350,,[],(None)
