// UPGRADE,UNIT,TYPE,EPOCH,HP,LOS,DAMAGE,RANGE,RELOAD,BUILDTIME,FOOD,WOOD,STONE,GOLD,TIN,IRON,SALTPETER,OIL,URANIUM,DISPLAYNAME,DISPLAYNAME,VISUAL,UI VISUAL,ICON,MMCOLOR,POP CAPACITY,FULLMAP,TOOLTIP,SNDSEL,SNDMOVE,SNDATTACK,SNDDEATH,UPGRADEREFS,CIV
AIResource1UpgradeEpoch4,AIResource1,"""Building""",4,5000,8,0,0,0,25,0,10,10,0,0,0,0,0,0,tx_utn_tavern_name,tx_utn_tavern_pname,Tavern_4,,icon_unit_tavern,[0 0 0 0],0,0,vtt_unit_tavern,[],[],[],[],[],All
AIResource1UpgradeEpoch7,AIResource1,"""Building""",7,7000,6,0,0,0,25,0,10,10,0,0,0,0,0,0,tx_utn_tavern_name,tx_utn_tavern_pname,Tavern_7,,icon_unit_tavern,[0 0 0 0],0,0,vtt_unit_tavern,[],[],[],[],[],All
AIResource1UpgradeEpoch11,AIResource1,"""Building""",11,10000,8,0,0,0,25,0,10,10,0,0,0,0,0,0,tx_utn_tavern_name,tx_utn_tavern_pname,Tavern_11,,icon_unit_tavern,[0 0 0 0],0,0,vtt_unit_tavern,[],[],[],[],[],All
AIResource1UpgradeEpoch15,AIResource1,"""Building""",15,12000,8,0,0,0,25,0,10,10,0,0,0,0,0,0,tx_utn_tavern_name,tx_utn_tavern_pname,Tavern_15,,icon_unit_tavern,[0 0 0 0],0,0,vtt_unit_tavern,[],[],[],[],[],All

AIBuildingUpgradeEpoch4,AIBuilding,"""Building""",4,8000,6,0,0,0,25,0,30,30,10,0,0,0,0,0,tx_utn_library_name,tx_utn_library_pname,Library_1,,icon_unit_library,[0 0 0 0],0,0,vtt_unit_library,[],[],[],[],[],All
AIBuildingUpgradeEpoch11,AIBuilding,"""Building""",11,10000,8,0,0,0,25,0,30,30,10,0,0,0,0,0,tx_utn_library_name,tx_utn_library_pname,Library_11,,icon_unit_library2,[0 0 0 0],0,0,vtt_unit_library,[],[],[],[],[],All

AInavyBuildingUpgradeEpoch4,AInavyBuilding,"""Building""",4,5000,6,0,0,0,25,0,10,10,10,0,0,0,0,0,tx_utn_black_name,tx_utn_black_pname,AInavyBuilding_1,,icon_unit_blacksmith,[0 0 0 0],0,0,vtt_unit_black,[Oilref_select],[],[],[],[],All
AInavyBuildingUpgradeEpoch11,AInavyBuilding,"""Building""",11,10000,8,0,0,0,25,0,10,10,10,0,0,0,0,0,tx_utn_oilref_name,tx_utn_oilref_pname,AInavyBuilding_11,,icon_unit_oilref,[0 0 0 0],0,0,vtt_unit_oilref,[Oilref_select],[],[],[],[],All

ZSL92UpgradeEpoch11,ZSL92,"""Unit""",11,1000,11,22,11,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_LightMnt1_e13_name,tx_utn_LightMnt1_e13_pname,ZSL92_11,,icon_unit_ArmoredVehicle,[0 0 0 0],0,0,vtt_unit_MachinegunTank,[v_lightarmor_select_chn v_lightarmor_select_chn01],[v_lightarmor_move_chn01 v_lightarmor_move_chn02],[v_lightarmor_attack_chn01 ],[v_cmon_unit_death_chn],[ZSL92Epoch11Attack ],Chinese
ZSL92UpgradeEpoch12,ZSL92,"""Unit""",12,1700,12,26,12,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_Pz2_name,tx_utn_Pz2_pname,ZSL92_12,,Pz2,[0 0 0 0],0,0,vtt_unit_Pz2,[v_lightarmor_select_chn v_lightarmor_select_chn01],[v_lightarmor_move_chn01 v_lightarmor_move_chn02],[v_lightarmor_attack_chn01 ],[v_cmon_unit_death_chn],[ ZSL92Epoch12Attack],Chinese
ZSL92UpgradeEpoch13,ZSL92,"""Unit""",13,1600,13,32,13,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_ZSL92_name,tx_utn_ZSL92_pname,ZSL92_13,,icon_unit_ZSL92,[0 0 0 0],0,0,vtt_unit_ZSL92,[v_lightarmor_select_chn v_lightarmor_select_chn01],[v_lightarmor_move_chn01 v_lightarmor_move_chn02],[v_lightarmor_attack_chn01 ],[v_cmon_unit_death_chn],[ZSL92Epoch13Attack ],Chinese
ZSL92UpgradeEpoch14,ZSL92,"""Unit""",14,2000,15,38,15,0.19,70,200,300,175,250,0,0,0,0,0,tx_utn_ZBL09_name,tx_utn_ZBL09_pname,ZSL92_14,,icon_unit_ZBL09,[0 0 0 0],0,0,vtt_unit_ZBL09,[v_lightarmor_select_chn v_lightarmor_select_chn01],[v_lightarmor_move_chn01 v_lightarmor_move_chn02],[v_lightarmor_attack_chn01 ],[v_cmon_unit_death_chn],[ ZSL92Epoch14Attack],Chinese
ZSL92UpgradeEpoch15,ZSL92,"""Unit""",15,2200,15,42,15,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_LightMnt1_e15_name,tx_utn_LightMnt1_e15_pname,ZSL92_15,,icon_unit_SciFiAPC,[0 0 0 0],0,0,vtt_unit_DisruptorMediumTank,[v_lightarmor_select_chn v_lightarmor_select_chn01],[v_lightarmor_move_chn01 v_lightarmor_move_chn02],[v_lightarmor_attack_chn01 ],[v_cmon_unit_death_chn],[ZSL92Epoch14Attack ],Chinese

StrykerUpgradeEpoch11,Stryker,"""Unit""",11,1000,11,22,11,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_LightMnt1_e13_name,tx_utn_LightMnt1_e13_pname,Stryker_11,,icon_unit_ArmoredVehicle,[0 0 0 0],0,0,vtt_unit_MachinegunTank,[v_LightMounted1_11_sel01],[v_LightMounted1_11_com01 v_LightMounted1_11_com02],[v_LightMounted1_11_com01 v_LightMounted1_11_com02 v_LightMounted1_11_spe01],[],[ ZSL92Epoch11Attack],American
StrykerUpgradeEpoch12,Stryker,"""Unit""",12,1300,12,26,12,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_m8greyhound_name,tx_utn_m8greyhound_Pname,Stryker_12,,icon_unit_m8greyhound,[0 0 0 0],0,0,vtt_unit_m8greyhound,[v_LightMounted1_12_sel01],[v_LightMounted1_12_com01 v_LightMounted1_12_com02],[v_LightMounted1_12_com01 v_LightMounted1_12_com02 v_LightMounted1_12_spe01],[],[ZSL92Epoch12Attack ],American
StrykerUpgradeEpoch13,Stryker,"""Unit""",13,1600,13,32,13,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_LightMnt1_e13_name,tx_utn_LightMnt1_e13_pname,Stryker_13,,icon_unit_AML60,[0 0 0 0],0,0,vtt_unit_AsianAPC,[v_LightMounted1_13_sel01],[v_LightMounted1_13_com01 v_LightMounted1_13_com02],[v_LightMounted1_13_com01 v_LightMounted1_13_com02 v_LightMounted1_13_spe01],[],[ZSL92Epoch13Attack ],American
StrykerUpgradeEpoch14,Stryker,"""Unit""",14,1850,14,36,14,0.17,70,200,300,175,250,0,0,0,0,0,tx_utn_Stryker_name,tx_utn_Stryker_pname,Stryker_14,,icon_unit_Stryker,[0 0 0 0],0,0,vtt_unit_Stryker,[v_LightMounted1_13_sel01],[v_LightMounted1_13_com01 v_LightMounted1_13_com02],[v_LightMounted1_13_com01 v_LightMounted1_13_com02 v_LightMounted1_13_spe01],[],[StrykerEpoch14Attack],American
StrykerUpgradeEpoch15,Stryker,"""Unit""",15,2200,15,42,15,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_LightMnt1_e15_name,tx_utn_LightMnt1_e15_pname,Stryker_15,,icon_unit_SciFiAPC,[0 0 0 0],0,0,vtt_unit_DisruptorMediumTank,[v_LightMounted1_15_sel01],[v_LightMounted1_15_com01 v_LightMounted1_15_com02],[v_LightMounted1_15_com01 v_LightMounted1_15_com02 v_LightMounted1_15_spe01],[],[StrykerEpoch14Attack],American

BTR80UpgradeEpoch11,BTR80,"""Unit""",11,1000,11,22,11,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_LightMnt1_e13_name,tx_utn_LightMnt1_e13_pname,BTR80_11,,icon_unit_ArmoredVehicle,[0 0 0 0],0,0,vtt_unit_MachinegunTank,[CWCruBTR80_SI_sel_01 CWCruBTR80_SI_sel_02],[CWCruBTR80_SI_mov_01 CWCruBTR80_SI_mov_02],[CWCruBTR80_SI_att_01 CWCruBTR80_SI_att_02 ],[CWCruBTR80_SI_cru_01],[ZSL92Epoch11Attack ],Russian
BTR80UpgradeEpoch12,BTR80,"""Unit""",12,1300,12,26,12,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_LightMnt1_e13_name,tx_utn_LightMnt1_e13_pname,BTR80_12,,icon_unit_ArmoredVehicle,[0 0 0 0],0,0,vtt_unit_MachinegunTank,[CWCruBTR80_SI_sel_01 CWCruBTR80_SI_sel_02],[CWCruBTR80_SI_mov_01 CWCruBTR80_SI_mov_02],[CWCruBTR80_SI_att_01 CWCruBTR80_SI_att_02 ],[CWCruBTR80_SI_cru_01],[ZSL92Epoch12Attack ],Russian
BTR80UpgradeEpoch13,BTR80,"""Unit""",13,1600,13,32,13,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_BTR70_name,tx_utn_BTR70_Pname,BTR80_13,,icon_unit_BTR70,[0 0 0 0],0,0,vtt_unit_BTR70,[CWCruBTR80_SI_sel_01 CWCruBTR80_SI_sel_02],[CWCruBTR80_SI_mov_01 CWCruBTR80_SI_mov_02],[CWCruBTR80_SI_att_01 CWCruBTR80_SI_att_02 ],[CWCruBTR80_SI_cru_01],[ ZSL92Epoch13Attack],Russian
BTR80UpgradeEpoch14,BTR80,"""Unit""",14,2100,14,35,14,0.20,70,150,220,130,180,0,0,0,0,0,tx_utn_BTR80_name,tx_utn_BTR80_Pname,BTR80_14,,icon_unit_BTR80,[0 0 0 0],0,0,vtt_unit_BTR80,[CWCruBTR80_SI_sel_01 CWCruBTR80_SI_sel_02],[CWCruBTR80_SI_mov_01 CWCruBTR80_SI_mov_02],[CWCruBTR80_SI_att_01 CWCruBTR80_SI_att_02 ],[CWCruBTR80_SI_cru_01],[BTR80Epoch14Attack],Russian
BTR80UpgradeEpoch15,BTR80,"""Unit""",15,2200,15,42,15,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_LightMnt1_e15_name,tx_utn_LightMnt1_e15_pname,BTR80_15,,icon_unit_SciFiAPC,[0 0 0 0],0,0,vtt_unit_DisruptorMediumTank,[CWCruBTR80_SI_sel_01 CWCruBTR80_SI_sel_02],[CWCruBTR80_SI_mov_01 CWCruBTR80_SI_mov_02],[CWCruBTR80_SI_att_01 CWCruBTR80_SI_att_02 ],[CWCruBTR80_SI_cru_01],[BTR80Epoch14Attack],Russian

BoxerUpgradeEpoch11,Boxer,"""Unit""",11,1000,11,22,11,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_LightMnt1_e13_name,tx_utn_LightMnt1_e13_pname,Boxer_11,,icon_unit_LanciaG,[0 0 0 0],0,0,vtt_unit_LanciaG,[Ger_Troops_Sel_1 Ger_Troops_Sel_2],[Ger_Troops_mov_1 ],[Ger_Troops_Att_1 Ger_Troops_Att_2 ],[],[ZSL92Epoch11Attack ],German
BoxerUpgradeEpoch12,Boxer,"""Unit""",12,1300,12,26,12,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_sdkfz222_name,tx_utn_sdkfz222_pname,Boxer_12,,icon_unit_sdkfz222,[0 0 0 0],0,0,vtt_unit_sdkfz222,[Ger_Troops_Sel_1 Ger_Troops_Sel_2],[Ger_Troops_mov_1 ],[Ger_Troops_Att_1 Ger_Troops_Att_2 ],[],[ ZSL92Epoch12Attack],German
BoxerUpgradeEpoch13,Boxer,"""Unit""",13,1600,13,32,13,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_LightMnt1_e13_name,tx_utn_LightMnt1_e13_pname,Stryker_13,,icon_unit_AML60,[0 0 0 0],0,0,vtt_unit_AsianAPC,[Ger_Troops_Sel_1 Ger_Troops_Sel_2],[Ger_Troops_mov_1 ],[Ger_Troops_Att_1 Ger_Troops_Att_2 ],[],[ ZSL92Epoch13Attack],German
BoxerUpgradeEpoch14,Boxer,"""Unit""",14,2100,14,37,14,0.2,70,250,350,200,300,0,0,0,0,0,tx_utn_LightMnt1_e13_name,tx_utn_LightMnt1_e13_pname,LightMounted1_13,,icon_unit_AsianAPC,[0 0 0 0],0,0,vtt_unit_AsianAPC,[Ger_Troops_Sel_1 Ger_Troops_Sel_2],[Ger_Troops_mov_1 ],[Ger_Troops_Att_1 Ger_Troops_Att_2 ],[],[ZSL92Epoch14Attack ],German
BoxerUpgradeEpoch15,Boxer,"""Unit""",15,2200,15,42,15,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_LightMnt1_e15_name,tx_utn_LightMnt1_e15_pname,Stryker_15,,icon_unit_SciFiAPC,[0 0 0 0],0,0,vtt_unit_DisruptorMediumTank,[Ger_Troops_Sel_1 Ger_Troops_Sel_2],[Ger_Troops_mov_1 ],[Ger_Troops_Att_1 Ger_Troops_Att_2 ],[],[ZSL92Epoch14Attack ],German

Type87UpgradeEpoch11,Type87,"""Unit""",11,1000,11,22,11,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_LightMnt1_e11_name,tx_utn_LightMnt1_e11_pname,Type87_11,,icon_unit_MachinegunTank,[0 0 0 0],0,0,vtt_unit_MachinegunTank,[v_LightMounted1_11_sel01],[v_LightMounted1_11_com01 v_LightMounted1_11_com02],[v_LightMounted1_11_com01 v_LightMounted1_11_com02 v_LightMounted1_11_spe01],[],[ZSL92Epoch11Attack ],Japanese
Type87UpgradeEpoch12,Type87,"""Unit""",12,1300,12,26,12,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_TeKe_name,tx_utn_TeKe_pname,Type87_12,,icon_unit_TeKe,[0 0 0 0],0,0,vtt_unit_TeKe,[v_LightMounted1_11_sel01],[v_LightMounted1_11_com01 v_LightMounted1_11_com02],[v_LightMounted1_11_com01 v_LightMounted1_11_com02 v_LightMounted1_11_spe01],[],[ ZSL92Epoch12Attack],Japanese
Type87UpgradeEpoch13,Type87,"""Unit""",13,1600,13,32,13,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_LightMnt1_e13_name,tx_utn_LightMnt1_e13_pname,Type87_13,,icon_unit_AML60,[0 0 0 0],0,0,vtt_unit_AsianAPC,[v_LightMounted1_11_sel01],[v_LightMounted1_11_com01 v_LightMounted1_11_com02],[v_LightMounted1_11_com01 v_LightMounted1_11_com02 v_LightMounted1_11_spe01],[],[ZSL92Epoch13Attack ],Japanese
Type87UpgradeEpoch14,Type87,"""Unit""",14,1900,14,37,14,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_Type87_name,tx_utn_Type87_pname,Type87_14,,icon_unit_Type87,[0 0 0 0],0,0,vtt_unit_Type87,[v_LightMounted1_11_sel01],[v_LightMounted1_11_com01 v_LightMounted1_11_com02],[v_LightMounted1_11_com01 v_LightMounted1_11_com02 v_LightMounted1_11_spe01],[],[ZSL92Epoch14Attack ],Japanese
Type87UpgradeEpoch15,Type87,"""Unit""",15,2200,15,42,15,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_LightMnt1_e15_name,tx_utn_LightMnt1_e15_pname,ZSL92_15,,icon_unit_SciFiAPC,[0 0 0 0],0,0,vtt_unit_DisruptorMediumTank,[v_LightMounted1_11_sel01],[v_LightMounted1_11_com01 v_LightMounted1_11_com02],[v_LightMounted1_11_com01 v_LightMounted1_11_com02 v_LightMounted1_11_spe01],[],[ ZSL92Epoch14Attack],Japanese

RosomakUpgradeEpoch11,Rosomak,"""Unit""",11,1000,11,22,11,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_RollsRoyce_name,tx_utn_RollsRoyce_pname,Rosomak_11,,icon_unit_RollsRoyce,[0 0 0 0],0,0,vtt_unit_RollsRoyce,[v_LightMounted1_11_sel01],[v_LightMounted1_11_com01 v_LightMounted1_11_com02],[v_LightMounted1_11_com01 v_LightMounted1_11_com02 v_LightMounted1_11_spe01],[],[ ZSL92Epoch11Attack],English
RosomakUpgradeEpoch12,Rosomak,"""Unit""",12,1300,12,26,12,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_Humber_name,tx_utn_Humber_pname,Rosomak_12,,icon_unit_Humber,[0 0 0 0],0,0,vtt_unit_Humber,[v_LightMounted1_12_sel01],[v_LightMounted1_12_com01 v_LightMounted1_12_com02],[v_LightMounted1_12_com01 v_LightMounted1_12_com02 v_LightMounted1_12_spe01],[],[ZSL92Epoch12Attack ],English
RosomakUpgradeEpoch13,Rosomak,"""Unit""",13,1600,13,32,13,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_LightMnt1_e13_name,tx_utn_LightMnt1_e13_pname,Rosomak_13,,icon_unit_AML60,[0 0 0 0],0,0,vtt_unit_AsianAPC,[v_LightMounted1_13_sel01],[v_LightMounted1_13_com01 v_LightMounted1_13_com02],[v_LightMounted1_13_com01 v_LightMounted1_13_com02 v_LightMounted1_13_spe01],[],[ZSL92Epoch13Attack ],English
RosomakUpgradeEpoch14,Rosomak,"""Unit""",14,1900,14,37,14,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_Rosomak_name,tx_utn_Rosomak_pname,Rosomak_14,,icon_unit_Rosomak,[0 0 0 0],0,0,vtt_unit_Rosomak,[v_LightMounted1_13_sel01],[v_LightMounted1_13_com01 v_LightMounted1_13_com02],[v_LightMounted1_13_com01 v_LightMounted1_13_com02 v_LightMounted1_13_spe01],[],[ZSL92Epoch14Attack ],English
RosomakUpgradeEpoch15,Rosomak,"""Unit""",15,2200,15,42,15,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_LightMnt1_e15_name,tx_utn_LightMnt1_e15_pname,Stryker_15,,icon_unit_SciFiAPC,[0 0 0 0],0,0,vtt_unit_DisruptorMediumTank,[v_LightMounted1_15_sel01],[v_LightMounted1_15_com01 v_LightMounted1_15_com02],[v_LightMounted1_15_com01 v_LightMounted1_15_com02 v_LightMounted1_15_spe01],[],[ZSL92Epoch14Attack ],English

EBRCUpgradeEpoch11,EBRC,"""Unit""",11,1000,11,22,11,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_MechanizedFrench_name,tx_utn_MechanizedFrench_pname,EBRC_11,,icon_unit_MechanizedUSSR,[0 0 0 0],0,0,vtt_unit_UniqPresHumvee,[v_LightMounted1_11_sel01],[v_LightMounted1_11_com01 v_LightMounted1_11_com02],[v_LightMounted1_11_com01 v_LightMounted1_11_com02 v_LightMounted1_11_spe01],[],[ ZSL92Epoch11Attack],French
EBRCUpgradeEpoch12,EBRC,"""Unit""",12,1300,12,26,12,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_AMR35_name,tx_utn_AMR35_pname,EBRC_12,,icon_unit_AMR35,[0 0 0 0],0,0,vtt_unit_AMR35,[v_LightMounted1_12_sel01],[v_LightMounted1_12_com01 v_LightMounted1_12_com02],[v_LightMounted1_12_com01 v_LightMounted1_12_com02 v_LightMounted1_12_spe01],[],[ZSL92Epoch12Attack ],French
EBRCUpgradeEpoch13,EBRC,"""Unit""",13,1600,13,32,13,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_VAB_name,tx_utn_VAB_pname,EBRC_13,,icon_unit_VAB,[0 0 0 0],0,0,vtt_unit_VAB,[v_LightMounted1_13_sel01],[v_LightMounted1_13_com01 v_LightMounted1_13_com02],[v_LightMounted1_13_com01 v_LightMounted1_13_com02 v_LightMounted1_13_spe01],[],[ZSL92Epoch13Attack ],French
EBRCUpgradeEpoch14,EBRC,"""Unit""",14,1900,14,37,14,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_EBRC_name,tx_utn_EBRC_pname,EBRC_14,,icon_unit_EBRC,[0 0 0 0],0,0,vtt_unit_EBRC,[v_LightMounted1_13_sel01],[v_LightMounted1_13_com01 v_LightMounted1_13_com02],[v_LightMounted1_13_com01 v_LightMounted1_13_com02 v_LightMounted1_13_spe01],[],[ZSL92Epoch14Attack ],French
EBRCUpgradeEpoch15,EBRC,"""Unit""",15,2200,15,42,15,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_LightMnt1_e15_name,tx_utn_LightMnt1_e15_pname,Stryker_15,,icon_unit_SciFiAPC,[0 0 0 0],0,0,vtt_unit_DisruptorMediumTank,[v_LightMounted1_15_sel01],[v_LightMounted1_15_com01 v_LightMounted1_15_com02],[v_LightMounted1_15_com01 v_LightMounted1_15_com02 v_LightMounted1_15_spe01],[],[ZSL92Epoch14Attack ],French

AVH6636UpgradeEpoch11,AVH6636,"""Unit""",11,1000,11,22,11,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_LanciaIZ_name,tx_utn_LanciaIZ_pname,AVH6636_11,,icon_unit_LanciaIZ,[0 0 0 0],0,0,vtt_unit_LanciaG,[v_LightMounted1_11_sel01],[v_LightMounted1_11_com01 v_LightMounted1_11_com02],[v_LightMounted1_11_com01 v_LightMounted1_11_com02 v_LightMounted1_11_spe01],[],[ ZSL92Epoch11Attack],French
AVH6636UpgradeEpoch12,AVH6636,"""Unit""",12,1300,12,26,12,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_AB41_name,tx_utn_AB41_pname,AVH6636_12,,icon_unit_AB41,[0 0 0 0],0,0,vtt_unit_AB41,[v_LightMounted1_12_sel01],[v_LightMounted1_12_com01 v_LightMounted1_12_com02],[v_LightMounted1_12_com01 v_LightMounted1_12_com02 v_LightMounted1_12_spe01],[],[ZSL92Epoch12Attack ],French
AVH6636UpgradeEpoch13,AVH6636,"""Unit""",13,1600,13,32,13,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_LightMnt1_e13_name,tx_utn_LightMnt1_e13_pname,AVH6636_13,,icon_unit_AML60,[0 0 0 0],0,0,vtt_unit_AsianAPC,[v_LightMounted1_13_sel01],[v_LightMounted1_13_com01 v_LightMounted1_13_com02],[v_LightMounted1_13_com01 v_LightMounted1_13_com02 v_LightMounted1_13_spe01],[],[ZSL92Epoch13Attack ],French
AVH6636UpgradeEpoch14,AVH6636,"""Unit""",14,1900,14,37,14,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_LightMnt1_e13_name,tx_utn_LightMnt1_e13_pname,AVH6636_14,,icon_unit_AsianAPC,[0 0 0 0],0,0,vtt_unit_AsianAPC,[v_LightMounted1_13_sel01],[v_LightMounted1_13_com01 v_LightMounted1_13_com02],[v_LightMounted1_13_com01 v_LightMounted1_13_com02 v_LightMounted1_13_spe01],[],[ZSL92Epoch14Attack ],French
AVH6636UpgradeEpoch15,AVH6636,"""Unit""",15,2200,15,42,15,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_LightMnt1_e15_name,tx_utn_LightMnt1_e15_pname,Stryker_15,,icon_unit_SciFiAPC,[0 0 0 0],0,0,vtt_unit_DisruptorMediumTank,[v_LightMounted1_15_sel01],[v_LightMounted1_15_com01 v_LightMounted1_15_com02],[v_LightMounted1_15_com01 v_LightMounted1_15_com02 v_LightMounted1_15_spe01],[],[ZSL92Epoch14Attack ],French

T99AUpgradeEpoch11,T99A,"""Unit""",11,2300,12,20,12,0.2,70,0,500,0,500,0,0,500,150,0,tx_utn_LightMnt1_e11_name,tx_utn_LightMnt1_e11_pname,T99A_11,,icon_unit_FT17_gunk,[0 0 0 0],0,0,vtt_unit_MachinegunTank,[v_tank_select_chn01 v_tank_select_chn02],[v_tank_move_chn01 v_tank_move_chn02],[v_tank_attack_chn01 v_tank_attack_chn02 v_tank_attack_chn03],[v_tank_death_chn01],[T99AEpoch11Attack T99AEpoch11Move],Chinese
T99AUpgradeEpoch12,T99A,"""Unit""",12,2400,13,240,13,3,70,0,500,0,500,0,0,500,150,0,tx_utn_Type97_China_name,tx_utn_Type97_China_pname,T99A_12,,icon_unit_Type97_China,[0 0 0 0],0,0,vtt_unit_Type97_China,[v_tank_select_chn01 v_tank_select_chn02],[v_tank_move_chn01 v_tank_move_chn02],[v_tank_attack_chn01 v_tank_attack_chn02 v_tank_attack_chn03],[v_tank_death_chn01],[T99AEpoch12Attack T99AEpoch12Move],Chinese
T99AUpgradeEpoch13,T99A,"""Unit""",13,3900,14,320,14,3,70,0,500,0,500,0,0,0,500,150,tx_utn_Type62_name,tx_utn_Type62_pname,T99A_13,,icon_unit_Type62,[0 0 0 0],0,0,vtt_unit_Type62,[v_tank_select_chn01 v_tank_select_chn02],[v_tank_move_chn01 v_tank_move_chn02],[v_tank_attack_chn01 v_tank_attack_chn02 v_tank_attack_chn03],[v_tank_death_chn01],[T99AEpoch13Attack T99AEpoch13Move ],Chinese
T99AUpgradeEpoch14,T99A,"""Unit""",14,4800,16,420,16,3.0,70,0,500,0,500,0,0,0,500,150,tx_utn_T99A_name,tx_utn_T99A_pname,T99A_14,,icon_unit_T99A,[0 0 0 0],0,0,vtt_unit_T99A,[v_tank_select_chn01 v_tank_select_chn02],[v_tank_move_chn01 v_tank_move_chn02],[v_tank_attack_chn01 v_tank_attack_chn02 v_tank_attack_chn03],[v_tank_death_chn01],[T99AEpoch14Attack T99AEpoch14Move ],Chinese
T99AUpgradeEpoch15,T99A,"""Unit""",15,5500,16,480,16,3,70,0,500,0,500,0,0,0,500,150,tx_utn_ZTZ101_name,tx_utn_ZTZ101_pname,T99A_15,,icon_unit_ZTZ200,[0 0 0 0],0,0,vtt_unit_ZTZ101,[v_tank_select_chn01 v_tank_select_chn02],[v_tank_move_chn01 v_tank_move_chn02],[v_tank_attack_chn01 v_tank_attack_chn02 v_tank_attack_chn03],[v_tank_death_chn01],[T99AEpoch14Attack T99AEpoch14Move],Chinese

ZTQ15UpgradeEpoch13,ZTQ15,"""Unit""",13,4000,14,320,14,3,70,0,500,0,500,0,0,0,500,150,tx_utn_Type62_name,tx_utn_Type62_pname,ZTQ15_13,,icon_unit_Type62,[0 0 0 0],0,0,vtt_unit_Type62,[v_tank_select_chn01 v_tank_select_chn02],[v_tank_move_chn01 v_tank_move_chn02],[v_tank_attack_chn01 v_tank_attack_chn02 v_tank_attack_chn03],[v_tank_death_chn01],[T99AEpoch13Attack T99AEpoch13Move ],Chinese
ZTQ15UpgradeEpoch14,ZTQ15,"""Unit""",14,4800,15,400,15,3,70,0,500,0,500,0,0,0,500,150,tx_utn_ZTQ15_name,tx_utn_ZTQ15_pname,ZTQ15_14,,icon_unit_ZTQ15,[0 0 0 0],0,0,vtt_unit_ZTQ15,[v_tank_select_chn01 v_tank_select_chn02],[v_tank_move_chn01 v_tank_move_chn02],[v_tank_attack_chn01 v_tank_attack_chn02 v_tank_attack_chn03],[v_tank_death_chn01],[T99AEpoch14Attack T99AEpoch14Move ],Chinese

China_T99AUpgradeEpoch11,China_T99A,"""Unit""",11,2500,12,200,12,3,70,0,550,0,550,0,0,165,550,0,tx_utn_MarkIV_name,tx_utn_MarkIV_pname,China_T99A_11,,icon_unit_MarkV,[0 0 0 0],0,0,vtt_unit_MarkIV,[v_tank_select_chn01 v_tank_select_chn02],[v_tank_move_chn01 v_tank_move_chn02],[v_tank_attack_chn01 v_tank_attack_chn02 v_tank_attack_chn03],[v_tank_death_chn01],[China_T99AEpoch11Attack China_T99AEpoch11Move],Chinese
China_T99AUpgradeEpoch12,China_T99A,"""Unit""",12,2700,13,270,13,3,70,0,550,0,550,0,0,165,550,0,tx_utn_M4_name,tx_utn_M4_pname,China_T99A_12,,icon_unit_M4,[0 0 0 0],0,0,vtt_unit_M4,[v_tank_select_chn01 v_tank_select_chn02],[v_tank_move_chn01 v_tank_move_chn02],[v_tank_attack_chn01 v_tank_attack_chn02 v_tank_attack_chn03],[v_tank_death_chn01],[T99AEpoch12Attack T99AEpoch12Move],Chinese
